      x1        x2         z
    1.9256    1.1955    1.2242
    1.6335   -2.1487    4.6680
   -2.6090   -0.6056   -0.1685
         0   -0.6056         0
    3.0164   -1.5334    0.2818
   -1.7004   -2.3049   -5.3979
    0.2919         0         0
    3.0164    1.3639    0.2466
    1.3042   -2.6738    6.3665
    2.5853   -2.7618    4.3488
    1.9256    2.1697    4.0171
    3.0164   -2.7618    1.0357
    1.3042    1.3639    1.6675
    1.9256    3.0298    8.1400
   -2.8625    2.7781   -2.1954
   -1.5209   -2.1487   -4.8984
   -1.2405    0.2747   -0.0675
    1.6335    2.0340    4.0249
    0.5988    2.7781    4.0627
   -0.8614   -2.1487   -3.3636
   -2.8625    3.0298   -2.6060
   -0.8614    2.0340   -3.0352
         0    0.5414         0
         0    2.0340         0
   -0.2832    2.7781   -2.0553
    1.9326    0.2747    0.0763
   -1.9530    0.5414   -0.2629
   -1.5209   -2.3049   -5.0556
         0    2.7781         0
         0         0         0
    0.8891   -2.7618    5.3645
         0   -2.6738         0
   -1.7004   -0.6056   -0.3548
   -1.5209    2.0340   -4.1403
   -0.6029   -2.3049   -3.0078
   -0.6029   -1.2848   -1.0163
   -2.6090   -0.3083   -0.0474
    3.0164    2.1697    0.6190
    0.5988   -1.2848    1.0179
    0.5988   -0.9637    0.5267
    2.5853   -0.6056    0.2106
    0.8891   -1.7491    2.4497
   -0.2832   -1.7491   -0.8126
    3.0164    2.0340    0.4857
    1.9256   -0.9637    0.8779
    0.8891    1.3639    1.3701
   -0.2832    0.2747   -0.0195
    1.9326    1.1955    1.3840
    3.0164    0.9247    0.1123
    0.5988    2.0340    2.4710
    3.0164   -0.3083    0.0115
    3.0164   -2.1487    0.5940
    2.5853    2.0340    2.2600
   -2.8625   -0.6056   -0.1108
    2.5560    2.1697    2.6298
    1.3042   -2.3049    5.5040
   -1.2405   -0.6056   -0.3496
   -1.7004   -1.7491   -2.7497
   -2.5647    0.2747   -0.0378
    1.3042    2.1697    4.8809
   -0.2832   -2.7618   -1.9328
   -1.9530   -2.7618   -7.2608
   -0.2832   -0.9637   -0.2781
   -1.5209   -2.6738   -6.5898
    1.6335         0         0
    1.6335   -2.7618    7.7919
         0   -1.7491         0
   -2.8625    1.3639   -0.5143
    2.5560    3.0298    5.5680
   -2.8625         0         0
   -2.8625   -0.9637   -0.2811
    3.0164    0.5414    0.0364
    1.6335    0.2747    0.0794
   -0.8614    2.1697   -3.2963
   -1.2405   -2.7618   -7.5487
   -2.5647   -0.3083   -0.0504
   -2.8625    0.9247   -0.2227
    0.2919   -0.3083    0.0267
   -0.2832         0         0
    1.3042    2.0340    4.3585
    0.8891    1.1955    1.0336
   -1.5209   -0.9637   -0.9624
   -0.8614         0         0
   -1.2405    3.0298   -8.0014
    1.9326    2.0340    4.2049
   -1.2405   -2.1487   -4.2936
   -2.5647    0.9247   -0.4656
    1.6335    1.1955    1.4576
    1.9326   -0.3083    0.0922
    1.9326   -2.6738    6.2155
    0.8891    2.1697    3.6902
   -2.8625    0.5414   -0.0858
         0   -2.1487         0
   -2.6090    2.0340   -1.9454
    0.5988    1.3639    0.9906
    1.6335   -1.7491    3.0809
   -1.5209    0.2747   -0.0693
   -1.2405   -1.2848   -1.6584
    1.3042   -0.9637    0.9323
    0.8891   -0.6056    0.2827
   -0.6029    0.5414   -0.1630
   -1.2405    2.1697   -4.4046
   -1.7004   -2.7618   -8.1798
    2.5560    1.1955    0.7474
   -1.2405   -1.7491   -3.0646
   -1.5209   -0.6056   -0.3430
   -1.7004    3.0298   -9.3885
    0.8891    0.5414    0.2237
    0.2919    3.0298    2.4146
    2.5853    1.1955    0.6896
    0.2919    1.8182    0.9161
    0.5988    1.1955    0.7430
   -2.8625   -2.3049   -1.3635
   -2.5647   -0.9637   -0.5150
   -0.6029         0         0
   -0.8614   -1.2848   -1.3191
   -1.2405    0.9247   -0.8116
    0.2919   -1.2848    0.5217
    2.5560    0.9247    0.4959
    0.2919    2.1697    1.4625
    0.8891   -1.5334    1.8243
   -1.9530   -2.6738   -7.0709
    0.2919   -1.5334    0.6164
    0.5988    0.9247    0.5220
   -2.8625    2.0340   -1.1256
   -1.2405   -1.5334   -2.1934
    2.5560    1.8182    1.7035
    1.9326    3.0298    9.3249
   -1.5209   -1.5334   -2.3122
    1.9326   -0.6056    0.3288
   -1.5209   -1.2848   -1.7111
   -0.2832    1.8182   -0.8843
   -2.5647    1.8182   -1.8070
    2.5853    0.5414    0.1513
    1.9256   -0.3083    0.0855
    0.8891    3.0298    6.9104
    1.9256   -1.5334    2.1547
   -2.6090    1.1955   -0.7532
    1.9256    0.5414    0.2565
    2.5560   -2.6738    3.6103
   -0.8614   -1.7491   -2.2155
