      x1        x2         z
   -2.3892    1.2240   -1.0076
   -1.4461   -0.8750   -0.8262
   -2.2403    1.4692   -1.5734
   -2.2403    1.6268   -2.2699
    2.1812    0.6568    0.3487
    2.8155   -0.5569    0.1035
   -0.3282   -0.5569   -0.0983
    0.5747    0.6568    0.2119
    0.8779    3.1405    7.3711
    2.7766   -2.1466    1.7812
   -0.6561    0.2941   -0.0515
    0.3211    1.2240    0.4377
    1.1353   -2.7368    7.3223
   -0.6561         0         0
    2.3420         0         0
    2.1812    2.4517    5.2345
    1.6226    2.2143    5.1799
   -0.3282    2.4517   -1.8496
   -2.2403   -2.7368   -5.6841
    2.1812   -1.2284    1.3447
    0.3211   -1.9102    1.1063
    1.6226   -2.1466    4.6720
    1.6452   -2.1466    4.8816
    0.3211    3.1405    3.3881
   -1.1726   -2.1466   -4.0544
    2.8155    0.9702    0.3124
   -2.4378   -2.5897   -4.6357
    1.6452    3.1405   10.1315
   -0.9408    0.2941   -0.0735
    1.1353    1.2240    1.3693
   -2.4378   -1.9102   -2.2395
    2.7766   -2.7465    2.7352
   -1.1726   -0.2777   -0.0724
    0.3211   -2.5897    2.2951
   -0.9408   -0.2777   -0.0649
    1.6452    1.6268    2.8368
   -1.6408   -2.7368   -7.0470
   -1.1726    0.6568   -0.4201
    2.3420   -0.8750    0.5102
    2.1812   -1.9102    2.9182
    2.7766    2.2143    1.7503
    2.7766    1.2240    0.4914
    1.1353    0.9702    0.8071
   -1.6408    1.2240   -1.3778
   -2.2403   -1.3602   -1.4679
   -0.3282   -2.7465   -2.3637
    0.8779    0.9702    0.7152
    1.1353    2.4935    5.7046
   -2.3892    1.6268   -1.6841
   -3.0367   -1.9102   -0.3738
    2.8155    1.6268    0.7725
   -0.9408    1.2240   -1.1126
   -0.6561   -2.5897   -4.1414
    2.1812   -0.5569    0.2401
   -2.3892    2.4935   -4.6406
   -1.1726   -2.5897   -6.6830
         0   -1.2284         0
    1.6226   -1.9102    3.3726
    0.5747    1.4692    1.2712
   -2.3892    0.6568   -0.2736
   -1.1726    1.4692   -1.7987
   -0.6561   -2.7465   -4.8071
    1.1353    2.4517    5.5212
   -1.1726    1.2240   -1.5190
    1.1353   -0.5569    0.3025
   -2.3892   -1.9102   -2.4029
    1.1353    2.2143    4.7407
   -1.6408   -1.3602   -1.6941
   -2.3892   -1.3602   -1.1697
    1.1353   -1.2284    1.4058
   -3.0367    0.9702   -0.1025
   -1.1726   -1.2284   -1.3088
    2.7766   -0.8750    0.2474
   -2.4378    2.2143   -3.1437
    2.8155    0.6568    0.1436
   -1.6408   -1.9102   -3.9842
    0.5747    2.2143    2.5816
    1.6226    0.6568    0.4553
   -0.9408   -2.7465   -5.8475
    0.5747    1.6268    1.5667
   -2.3892    0.2941   -0.0604
    0.5747   -2.5897    3.4151
   -3.0367   -2.1466   -0.5303
    0.5747         0         0
         0    2.4517         0
    2.8155    0.2941    0.0298
   -0.9408   -1.9102   -2.9356
    2.7766   -1.9102    1.2998
    0.3211    0.9702    0.3233
         0   -1.9102         0
    0.8779   -1.2284    1.2606
         0    1.6268         0
    1.6452    2.4517    6.5133
    0.8779   -0.2777    0.0570
    0.5747    0.2941    0.0439
    0.5747   -0.2777    0.0402
   -0.6561   -0.5569   -0.2040
   -2.4378   -0.5569   -0.1845
   -2.2403    2.2143   -4.2234
   -0.6561    2.4935   -4.0980
    1.1353    3.1405    9.1182
   -1.1726    0.2941   -0.0779
    0.8779   -0.5569    0.2497
    0.3211   -0.5569    0.0982
    2.1812    1.6268    2.3143
   -0.3282   -2.7368   -2.2260
    2.3420   -0.5569    0.2094
         0   -0.8750         0
   -1.6408    0.2941   -0.0941
   -1.6408   -2.1466   -4.9960
    0.5747    1.2240    0.8144
    0.3211   -0.2777    0.0240
   -1.4461   -2.5897   -6.2716
    1.1353   -2.7465    7.3200
   -0.6561   -1.9102   -2.4342
    0.5747   -0.5569    0.1601
    0.3211   -2.1466    1.3672
   -0.3282    0.9702   -0.3105
   -2.2403   -1.9102   -3.0271
    1.6452    0.6568    0.4589
    2.8155   -1.3602    0.6201
   -1.4461    2.4517   -6.2970
    2.1812   -2.7465    6.4689
    0.8779   -0.8750    0.5596
   -0.9408         0         0
    1.6452         0         0
   -2.4378    1.4692   -1.4121
   -2.2403    0.6568   -0.3550
    2.3420   -1.2284    1.1312
   -3.0367   -0.5569   -0.0296
    0.5747    3.1405    5.3642
   -2.4378         0         0
    2.1812    2.2143    4.2744
    2.1812    0.9702    0.7690
    2.3420    1.4692    1.4429
   -0.3282    3.1405   -3.1568
   -0.9408   -2.5897   -5.3067
    1.6452   -1.3602    1.7647
    1.6452   -1.2284    1.4183
    2.8155         0         0
    1.6452   -0.5569    0.2915
   -0.9408   -2.7368   -5.9566
    0.8779    1.2240    1.0429
   -0.3282    2.2143   -1.6771
    2.7766    3.1405    3.6824
    0.3211   -1.3602    0.6049
    2.3420    0.9702    0.7114
   -2.4378   -1.3602   -1.2444
   -1.1726    3.1405   -9.0320
    1.6226    1.6268    2.4114
   -2.2403    2.4517   -4.2926
    2.1812         0         0
    2.8155    1.2240    0.4349
    2.7766    0.6568    0.1653
         0    1.4692         0
   -2.4378    2.4517   -4.0290
   -2.4378    0.9702   -0.6246
         0   -1.3602         0
   -0.6561    3.1405   -5.5192
   -0.3282    1.4692   -0.7131
   -1.6408   -0.2777   -0.0837
   -1.1726    2.4517   -5.7569
         0    2.4935         0
   -1.6408   -0.5569   -0.3280
   -0.6561   -0.2777   -0.0507
    2.3420    3.1405    6.5931
   -0.6561    1.2240   -0.9349
   -1.6408    2.4517   -6.3476
         0    1.2240         0
    1.6452    2.2143    4.6210
    2.1812    0.2941    0.0734
   -1.4461    3.1405   -9.5098
   -2.3892   -1.2284   -1.0602
   -1.4461    2.4935   -6.1866
    2.7766    1.4692    0.6979
   -2.3892   -2.5897   -4.3769
    0.5747    2.4517    3.1688
   -1.1726   -0.8750   -0.7091
   -1.1726   -2.7368   -6.4238
         0   -2.7465         0
   -2.2403    0.9702   -0.7634
   -2.4378    3.1405   -5.8940
   -0.3282   -2.1466   -1.5560
    2.8155   -2.7465    2.4026
    2.3420   -1.9102    2.4343
    1.6226   -2.7465    7.2025
   -2.3892   -2.7368   -5.4748
   -2.3892    1.4692   -1.5914
    2.1812   -0.8750    0.6768
    2.7766    2.4517    2.2811
    2.1812   -1.3602    1.5278
   -2.3892         0         0
    0.8779    2.4517    4.9408
    0.3211    2.4935    1.9796
    2.7766   -0.2777    0.0274
    1.6452    1.2240    1.4644
    2.3420   -0.2777    0.0552
    1.6452   -2.7465    7.6218
    0.8779   -1.9102    2.6087
   -2.3892   -2.1466   -3.1099
    1.6452   -2.5897    6.4752
   -0.9408   -0.5569   -0.2449
    1.6226    1.2240    1.5603
    2.1812    1.4692    1.7040
    2.7766    0.9702    0.3297
    2.7766    2.4935    2.3467
   -2.2403    0.2941   -0.0640
    0.3211    0.2941    0.0256
   -0.9408   -1.3602   -1.5776
    2.7766   -1.2284    0.5772
    2.1812    3.1405    7.3156
   -1.6408   -2.7465   -7.4174
   -0.9408    2.4935   -5.4954
   -3.0367   -0.8750   -0.0802
   -0.3282    2.4935   -2.0406
    1.1353    1.6268    2.5219
   -2.3892    3.1405   -7.2186
    2.3420    2.4517    4.6593
   -3.0367    1.2240   -0.1511
    2.3420   -2.1466    3.3562
    0.5747   -1.3602    0.9355
         0         0         0
   -1.4461   -1.3602   -1.9050
    2.8155    3.1405    3.3142
    2.7766   -2.5897    2.1998
   -2.3892   -2.7465   -5.0211
         0    0.2941         0
    1.6226   -1.3602    1.7238
   -1.4461   -2.7368   -7.4815
   -2.3892   -0.2777   -0.0556
    1.6226   -1.2284    1.5740
    2.7766   -0.5569    0.1044
         0    2.2143         0
    0.3211         0         0
   -0.3282   -0.8750   -0.2542
    2.7766         0         0
   -0.6561   -2.1466   -2.9544
   -1.1726    2.4935   -6.2549
    1.6452   -0.2777    0.0777
    1.1353   -2.5897    6.2365
    0.5747   -1.9102    1.8342
   -3.0367    2.2143   -0.4647
    1.6226    2.4517    6.5878
    0.8779   -2.1466    3.7472
   -0.9408    3.1405   -7.9070
   -1.1726   -1.9102   -3.2570
    1.6226    1.4692    1.9601
   -3.0367    0.2941   -0.0087
   -0.9408    2.2143   -3.6968
         0    3.1405         0
   -1.4461    1.6268   -2.4026
   -0.9408    1.6268   -1.9459
   -0.6561    1.6268   -1.7573
    2.3420    0.6568    0.2847
    1.1353    1.4692    1.9177
    2.3420   -2.5897    4.4269
    1.6226   -2.5897    6.9770
   -0.3282   -0.2777   -0.0265
   -2.4378   -2.1466   -3.2088
    1.6226         0         0
   -2.4378   -1.2284   -0.9314
   -0.3282   -1.2284   -0.5258
   -2.4378   -0.2777   -0.0479
    1.1353   -2.1466    4.0935
   -1.4461         0         0
   -2.3892    2.4517   -4.4922
         0   -2.1466         0
   -1.4461    1.2240   -1.3405
    2.3420    2.2143    3.8468
    2.3420    0.2941    0.0640
    0.8779   -1.3602    1.3930
   -2.2403   -0.8750   -0.6135
    0.3211    2.4517    2.0370
    2.8155    1.4692    0.7117
   -1.6408    1.6268   -2.5097
   -0.3282   -1.3602   -0.5756
   -1.6408   -1.2284   -1.6456
    0.5747   -2.1466    2.6036
   -2.2403   -0.2777   -0.0660
    2.8155    2.4517    2.0035
   -2.2403    1.2240   -1.1905
    2.8155    2.2143    1.6455
    2.8155   -2.7368    2.6093
    1.6226   -0.5569    0.2952
    2.3420   -2.7368    5.3594
    0.8779   -2.7465    5.3277
    0.8779   -2.7368    5.5063
   -0.3282    1.2240   -0.4740
    2.1812   -2.5897    5.0885
    1.6226   -2.7368    6.9084
    1.6226    3.1405   10.7264
   -0.6561   -0.8750   -0.4252
   -0.6561    1.4692   -1.4089
    0.5747   -0.8750    0.4080
   -2.4378   -2.7368   -4.7239
    2.7766   -1.3602    0.6383
   -0.9408    0.9702   -0.7024
   -0.6561   -2.7368   -4.5617
   -2.2403         0         0
   -3.0367    1.4692   -0.2389
   -1.1726   -0.5569   -0.2708
   -1.6408    2.2143   -5.2194
    2.8155   -0.2777    0.0243
   -3.0367   -1.2284   -0.1490
    0.3211    0.6568    0.1254
    1.6226    0.9702    0.8643
    2.8155   -0.8750    0.2388
    0.8779    1.4692    1.6311
   -3.0367   -2.7368   -0.7162
   -2.2403    3.1405   -8.4472
    2.3420    1.6268    1.8051
    0.8779   -2.5897    5.0348
    1.1353    0.2941    0.0780
    0.5747    2.4935    3.4080
    2.8155   -2.1466    1.5603
    0.3211   -0.8750    0.2396
    2.8155   -2.5897    1.9919
    2.1812   -2.7368    6.6996
    1.6452    0.9702    0.8598
   -3.0367   -1.3602   -0.2016
   -1.4461    0.2941   -0.0912
    1.1353   -0.8750    0.7296
   -3.0367    1.6268   -0.2595
   -3.0367   -0.2777   -0.0073
   -0.9408   -0.8750   -0.5963
   -2.4378   -2.7465   -4.6345
   -1.6408         0         0
         0   -0.5569         0
   -0.3282    1.6268   -0.8713
         0    0.9702         0
    0.3211   -2.7368    2.2342
   -3.0367   -2.5897   -0.7006
   -1.1726    1.6268   -2.5169
    1.1353   -1.9102    3.1435
    2.7766   -2.7368    2.9135
   -1.6408    1.4692   -2.1700
   -1.6408    3.1405   -9.9592
   -0.3282    0.6568   -0.1386
   -1.6408    0.9702   -0.8859
   -0.3282   -2.5897   -2.1184
    2.1812    1.2240    1.2817
   -0.6561   -1.3602   -1.1040
    0.3211    1.6268    0.8861
   -0.9408    2.4517   -4.5438
    0.3211    2.2143    1.4364
   -2.3892    2.2143   -3.2240
   -2.4378    1.2240   -1.0087
   -0.3282         0         0
   -1.4461   -1.9102   -3.5931
   -1.1726         0         0
   -2.4378    2.4935   -4.3512
    0.5747   -2.7368    3.8784
   -2.4378   -0.8750   -0.4896
   -0.3282    0.2941   -0.0272
   -1.4461   -2.1466   -4.6513
         0   -0.2777         0
    1.1353   -0.2777    0.0694
    2.3420   -1.3602    1.4380
   -2.4378    0.2941   -0.0550
    2.1812    2.4935    4.8938
   -1.4461   -1.2284   -1.4211
    1.6452    2.4935    5.8706
    0.3211   -2.7465    2.1842
    0.5747    0.9702    0.4606
    2.1812   -0.2777    0.0580
    2.3420   -2.7465    5.7740
         0   -2.5897         0
   -1.4461    1.4692   -2.3538
   -2.4378    1.6268   -1.6720
    0.8779    1.6268    2.1747
    1.6226    2.4935    6.5511
   -2.3892   -0.5569   -0.2301
   -3.0367    3.1405   -1.0290
    2.3420    2.4935    4.1943
   -1.1726   -2.7465   -6.6659
    1.6452    1.4692    2.3247
    0.3211    1.4692    0.6587
   -0.3282   -1.9102   -1.2640
    1.1353   -1.3602    1.8439
    2.7766    0.2941    0.0323
    2.7766    1.6268    0.9472
    0.5747   -1.2284    0.8534
    1.1353         0         0
    1.6226    0.2941    0.0915
    0.8779         0         0
   -1.4461   -0.2777   -0.0831
    2.8155   -1.2284    0.4521
   -2.2403   -2.5897   -5.6532
    0.8779    0.6568    0.3441
   -0.6561    0.9702   -0.5981
   -1.6408    2.4935   -5.7040
   -0.6561    2.2143   -3.2806
   -3.0367         0         0
   -1.4461    0.9702   -0.9831
