      x1        x2         z
   -1.3083   -1.8806   -0.0103
   -0.2181   -1.1045   -0.5147
         0   -1.8438   -0.0679
   -0.9943    1.2921    0.1386
    0.1847   -0.6599   -0.8213
    0.7791    0.2042    0.2111
   -1.3083         0         0
         0         0         0
    0.9241         0         0
   -1.3083    0.2042    0.0635
    1.9040   -0.8664   -0.0206
    0.5764   -1.8806   -0.0378
   -0.2181    1.2921    0.3402
         0    0.5707    0.8170
   -1.8104   -0.8664   -0.0276
    1.9040   -0.6599   -0.0231
    0.3601   -1.2601   -0.3669
   -0.2181   -0.6599   -0.7315
    1.5431    0.7523    0.0707
    0.3601    0.2042    0.3168
   -0.6424    1.2921    0.2162
   -1.8104    0.9375    0.0245
   -0.8780    0.5707    0.3425
   -0.2181    0.5707    0.7792
    1.5431   -1.2601   -0.0392
    1.5281    1.8708    0.0060
   -1.8104    0.5707    0.0311
   -0.3847    1.4368    0.2338
    1.9040   -0.3736   -0.0178
   -1.5350    1.6392    0.0121
   -0.8780    1.8570    0.0265
    0.7791    1.4368    0.1490
   -1.8104    1.2921    0.0141
    0.3601    1.2921    0.3132
   -1.3083   -0.6599   -0.1567
   -0.8780    0.9375    0.2857
    0.1847   -1.2601   -0.3754
   -1.5350    0.3930    0.0596
   -0.3847   -1.1045   -0.4256
    0.3601    0.5707    0.7407
    0.9241   -1.7224   -0.0429
    1.5281   -0.3736   -0.0669
   -1.8104   -1.2601   -0.0151
   -1.5350   -0.9741   -0.0605
   -0.8780   -1.7224   -0.0428
   -0.9943    1.8708    0.0220
    0.1847    0.3930    0.5761
    1.5431   -1.7224   -0.0088
   -1.8104    1.6392    0.0048
    1.9040    0.9375    0.0186
   -1.9779   -1.1045   -0.0106
    1.2509   -0.9741   -0.1402
   -1.6783   -1.8438   -0.0039
    1.9040   -1.2601   -0.0103
    1.2509   -0.6599   -0.1697
    1.5431    1.8570    0.0055
   -0.2181    1.6392    0.1369
    1.5281    0.5707    0.0709
    1.2509   -1.1045   -0.1060
    1.9040    1.8570    0.0017
    1.5431   -0.3736   -0.0624
    2.0686   -0.8664   -0.0098
   -0.2181    1.4368    0.2173
    0.7791   -1.7224   -0.0578
   -1.8104   -0.6599   -0.0298
   -1.3083    0.7523    0.1419
   -1.3083   -0.1869   -0.0614
    0.5764   -0.3736   -0.4130
   -1.6783   -0.6599   -0.0465
   -0.6424   -0.6599   -0.5648
   -1.6783    0.2042    0.0230
    2.0686    0.7523    0.0099
   -1.6783   -1.8806   -0.0032
    1.5281   -1.8806   -0.0050
    0.1847    1.6392    0.1369
   -0.3847    0.5707    0.6944
         0   -1.8806   -0.0565
   -1.6783   -1.2601   -0.0215
    1.9040    1.2921    0.0097
    0.5764   -0.1869   -0.2692
   -1.9779         0         0
    0.3601    0.7523    0.7186
    0.1847    0.9375    0.6395
    1.2509   -1.2601   -0.0844
    0.5764    1.2921    0.2373
    1.2509    0.2042    0.0854
   -0.2181   -1.8438   -0.0656
    1.9040    1.8708    0.0014
    2.0686    1.8708    0.0007
    2.0686    1.8570    0.0009
   -1.8104   -1.1045   -0.0214
    1.2509   -0.8664   -0.1437
    0.9241    0.7523    0.3428
   -0.8780    0.2042    0.1761
   -0.3847   -0.8664   -0.6282
   -0.3847    1.8570    0.0521
   -0.8780   -0.1869   -0.1693
    0.1847   -1.8806   -0.0569
   -0.9943   -1.1045   -0.2132
   -1.9779    1.2921    0.0068
    1.5431   -1.8806   -0.0056
    0.7791    0.5707    0.3881
         0    0.7523    0.8003
    0.9241    1.8570    0.0263
   -1.6783    1.8570    0.0040
   -1.5350    1.2921    0.0346
    0.7791   -0.9741   -0.3315
   -1.5350   -1.8806   -0.0051
   -1.5350   -0.6599   -0.0682
    1.2509   -0.3736   -0.1273
    0.5764   -0.9741   -0.4823
   -0.6424   -1.7224   -0.0731
   -1.5350   -0.3736   -0.0564
    0.5764   -1.7224   -0.0764
         0    1.8708    0.0543
    1.5431         0         0
         0   -0.9741   -0.6332
    1.9040    0.3930    0.0176
    1.9040         0         0
    0.9241    0.5707    0.3611
   -1.3083    0.9375    0.1182
    0.7791    1.2921    0.2140
   -1.9779    0.9375    0.0133
   -1.6783    1.8708    0.0035
   -0.3847   -1.7224   -0.0818
    2.0686    0.2042    0.0058
   -0.3847   -1.2601   -0.3544
    0.7791   -0.1869   -0.2149
   -0.6424   -0.1869   -0.2255
   -0.9943   -1.7224   -0.0411
   -0.6424   -1.8438   -0.0396
   -0.8780   -0.3736   -0.2973
   -1.3083   -1.7224   -0.0183
    0.1847    0.7523    0.7416
   -0.2181    0.9375    0.5765
    0.7791         0         0
   -1.8104   -1.7224   -0.0036
   -0.8780    0.3930    0.2948
    2.0686   -0.3736   -0.0089
    1.5281   -1.7224   -0.0090
   -0.3847   -1.8438   -0.0542
   -0.8780   -1.8438   -0.0283
    1.5281    1.6392    0.0123
   -0.9943    0.2042    0.1510
   -0.8780   -1.1045   -0.2239
   -0.6424   -1.8806   -0.0398
   -0.2181   -0.8664   -0.7091
    0.5764   -1.2601   -0.2688
    1.2509    0.7523    0.1468
    0.5764         0         0
    2.0686   -1.7224   -0.0015
    0.5764    1.8708    0.0405
   -1.9779   -0.1869   -0.0068
    1.5431    1.2921    0.0346
    0.5764    1.4368    0.1624
    0.3601   -0.3736   -0.5407
    1.5281    0.7523    0.0704
   -0.6424    0.3930    0.4483
   -0.3847    1.8708    0.0454
    2.0686   -0.6599   -0.0117
         0   -0.8664   -0.7078
    0.3601    1.8708    0.0512
   -0.2181   -1.8806   -0.0505
   -1.3083    1.2921    0.0674
    0.3601   -1.8806   -0.0518
    0.5764   -0.6599   -0.5629
    1.2509   -0.1869   -0.0753
         0    1.8570    0.0564
    0.3601    0.9375    0.6120
    1.2509    1.4368    0.0538
   -0.2181    0.2042    0.3933
    2.0686   -1.8806   -0.0008
    1.5431    0.3930    0.0597
   -0.9943         0         0
    0.9241    1.8708    0.0228
    0.7791   -1.8806   -0.0289
    1.2509    0.3930    0.1346
    2.0686    1.4368    0.0038
   -1.5350   -1.8438   -0.0062
         0   -0.3736   -0.6400
   -0.3847    0.3930    0.6194
   -0.9943   -0.3736   -0.2134
   -1.5350    1.8570    0.0057
   -0.3847   -0.1869   -0.3016
    1.5281    0.9375    0.0704
   -0.2181    1.8570    0.0638
   -0.8780   -0.6599   -0.3598
    0.1847   -0.1869   -0.3782
   -1.3083   -0.9741   -0.1104
    2.0686    0.5707    0.0100
    1.9040    1.4368    0.0070
    0.5764   -1.8438   -0.0435
    0.9241   -0.6599   -0.3522
    0.1847   -1.8438   -0.0578
   -0.6424    1.4368    0.1527
   -1.3083    0.5707    0.1494
    0.9241    1.2921    0.1653
    1.9040    0.5707    0.0191
   -0.2181    0.3930    0.6046
   -0.6424    1.8708    0.0382
    1.5281    1.4368    0.0258
   -1.8104    1.8570    0.0021
    0.9241    1.6392    0.0599
    1.2509    1.2921    0.0823
    0.1847    1.8708    0.0561
    1.5281         0         0
   -1.5350   -0.8664   -0.0703
   -0.8780    1.4368    0.1109
   -1.6783   -1.1045   -0.0295
   -1.9779    1.8570    0.0013
   -0.6424   -1.1045   -0.3751
    0.1847    1.4368    0.2645
   -0.3847   -0.6599   -0.6800
    2.0686         0         0
    2.0686    0.9375    0.0086
    1.5281    1.8570    0.0056
   -1.9779    0.2042    0.0076
   -0.6424         0         0
    1.9040   -1.1045   -0.0152
   -0.9943    1.8570    0.0246
    0.3601   -1.1045   -0.4967
