      x1        x2         z
   -1.1186   -2.2443   -0.3440
   -0.6367   -0.8417   -0.5616
   -2.9031         0         0
   -1.1186    0.2967    0.1269
   -1.1186         0         0
   -1.6126   -0.3094    0.0117
    2.2922   -2.7585    0.2693
    0.8757   -1.2175   -0.5428
   -2.2586   -0.5556    0.3235
    0.3119    1.5818    0.8980
    2.6557    2.7486   -0.3498
   -0.6367    1.1519    0.6882
   -2.7707   -0.3094    0.2947
   -0.3145    1.5818    0.9819
    0.3119   -2.2443   -0.7328
    1.2983   -3.0138   -0.0324
    0.8757    1.1519    0.6193
         0    2.7486    0.3814
    0.8757    1.5818    0.6752
    2.6557   -2.7585    0.3459
   -1.7247    1.5818   -0.1502
   -1.7247   -0.8417    0.1095
         0    2.5090    0.5712
    0.3119    1.1519    0.8439
    2.6557    1.9279   -0.8973
    1.5159   -0.8417   -0.0446
   -0.3145   -2.2443   -0.6774
   -2.7707   -2.7585    0.3194
   -2.9031   -0.5556    0.5597
    1.2983    0.2967    0.0721
    2.6557    0.2967   -0.2550
    2.2922    0.6294   -0.4135
   -1.6126   -0.5556    0.0219
   -2.9031   -0.8417    0.7432
   -0.6367    2.7486    0.2798
    2.5464    1.1519   -0.7880
   -1.7247    2.8169   -0.0474
    2.5464    1.7479   -0.8234
   -2.2586   -0.8417    0.4879
   -1.7247    1.9279   -0.1340
    1.5159   -0.3094   -0.0158
    1.5159   -1.6039   -0.0508
    2.5464   -2.7585    0.2812
    0.8757   -1.6039   -0.5869
    2.2922    1.5818   -0.6657
    2.6557   -1.2175    0.8750
    2.2922    2.7486   -0.2345
   -2.2586    2.5090   -0.3458
    0.6334    1.5818    0.8409
    0.3119   -1.6039   -0.9670
    1.2983    2.7486    0.1043
    1.5159    2.8169    0.0172
   -1.7247   -1.7989    0.1549
   -2.7707   -2.2443    0.7856
   -2.0126    0.6294   -0.2671
    0.3119   -2.7585   -0.3609
         0   -2.2443   -0.8153
         0   -1.2175   -1.0210
   -0.9401   -2.7585   -0.2371
    2.6557    2.5090   -0.5443
    0.6334         0         0
    2.2922    1.7479   -0.7038
    2.5464   -0.8417    0.5789
    2.2922   -1.2175    0.5803
         0    1.7479    1.0115
   -0.3145   -1.7989   -0.9383
   -2.2586    1.5818   -0.6646
   -1.1186    1.1519    0.4287
   -2.9031   -2.2443    0.7447
   -0.6367   -0.5556   -0.4318
    0.6334   -3.0138   -0.0951
    1.5159   -1.2175   -0.0558
    1.2983    1.5818    0.2831
   -1.7247    0.9298   -0.1264
   -2.9031    1.7479   -1.0149
    0.8757    2.8169    0.2205
    3.0618   -2.2443    0.7634
    2.5464    2.7486   -0.3081
   -2.0126         0         0
   -1.1186   -1.7989   -0.4031
   -0.9401    0.2967    0.1661
    2.6557    1.1519   -0.8428
    0.3119    0.2967    0.2715
    1.9283   -0.8417    0.2435
   -1.1186   -1.6039   -0.4348
   -1.7247         0         0
   -2.0126   -0.8417    0.3069
    3.0618         0         0
    1.5159    2.7486    0.0202
    1.2983   -2.1076   -0.2203
   -2.0126    1.5818   -0.3895
   -0.9401   -2.1076   -0.4579
   -2.9031   -2.1076    0.7828
    2.5464    2.8169   -0.2847
   -2.0126   -0.5556    0.2221
   -0.3145   -2.7585   -0.3678
   -1.7247    2.7486   -0.0558
    0.3119   -1.7989   -1.0108
   -0.6367    0.2967    0.2579
   -1.7247    1.7479   -0.1611
   -2.2586    1.1519   -0.6309
   -2.0126    0.2967   -0.1269
    1.5159   -2.2443   -0.0425
   -1.6126    0.6294   -0.0254
   -2.9031   -3.0138    0.1357
   -1.6126    2.8169   -0.0141
   -0.6367   -3.0138   -0.0931
   -2.0126    1.9279   -0.3612
   -2.2586    0.9298   -0.4685
   -2.0126   -2.1076    0.4026
         0    0.2967    0.2762
    1.9283   -0.5556    0.1885
   -2.7707         0         0
    1.5159   -3.0138   -0.0066
    2.2922    2.5090   -0.3519
    2.5464   -1.6039    0.7743
    3.0618   -3.0138    0.1238
   -1.7247   -0.5556    0.0760
    0.3119   -0.8417   -0.7180
   -2.7707   -2.1076    0.8631
         0   -3.0138   -0.1331
         0    2.8169    0.3139
   -1.6126    0.2967   -0.0111
    1.9283    1.9279   -0.3112
   -2.7707   -0.8417    0.6540
         0   -1.6039   -0.9710
    0.6334    2.5090    0.5114
    1.9283   -0.3094    0.1090
    1.2983   -0.5556   -0.1529
   -2.2586   -0.3094    0.2118
    1.2983    0.9298    0.1955
    3.0618    2.7486   -0.4196
   -2.7707   -1.7989    0.9205
   -2.2586   -1.6039    0.5878
   -1.6126         0         0
    1.5159    1.9279    0.0480
    3.0618   -0.3094    0.2926
   -2.0126   -1.6039    0.3889
    0.8757    0.9298    0.5163
   -1.7247   -1.2175    0.1340
   -1.7247   -3.0138    0.0210
    3.0618    1.7479   -1.0522
    1.5159   -2.7585   -0.0221
    0.6334    0.2967    0.2302
   -1.1186    1.7479    0.4166
    2.5464   -0.5556    0.4253
   -1.1186   -1.2175   -0.4433
    0.3119   -2.1076   -0.8104
   -2.0126    2.5090   -0.2638
    3.0618    2.8169   -0.3274
    0.3119    1.9279    0.8367
   -1.6126    1.9279   -0.0397
    1.9283   -2.1076    0.2960
    1.2983   -2.7585   -0.0919
   -0.6367    1.5818    0.8359
    0.3119    2.8169    0.3147
    1.5159    0.6294    0.0292
   -0.9401   -0.3094   -0.1752
         0    1.1519    0.8686
    0.3119    1.7479    0.8438
    1.9283    2.5090   -0.2176
    3.0618   -0.8417    0.6927
    1.9283    1.1519   -0.3445
   -0.9401   -1.2175   -0.5918
   -0.9401         0         0
    3.0618   -2.1076    0.9355
         0   -0.3094   -0.3268
    2.2922   -0.5556    0.3682
    0.8757   -1.7989   -0.6800
    0.3119    2.7486    0.3621
   -2.7707   -1.2175    0.8091
   -0.3145    0.2967    0.2710
    1.5159         0         0
   -2.7707    1.1519   -0.9231
    0.8757    0.6294    0.3576
    2.6557   -0.5556    0.4388
         0   -2.1076   -0.8355
    1.9283    2.7486   -0.1207
   -2.2586    1.9279   -0.5482
   -2.9031   -1.6039    1.0460
   -2.2586   -2.7585    0.2457
    1.9283   -1.6039    0.3335
    1.9283    0.9298   -0.2868
   -0.6367    0.9298    0.6091
   -0.9401    1.7479    0.6237
   -0.9401   -1.7989   -0.6064
   -2.9031   -1.7989    0.9256
   -1.1186   -2.1076   -0.4051
   -2.9031    2.7486   -0.3884
   -2.0126    1.1519   -0.4219
   -0.3145   -0.8417   -0.7272
    2.2922    0.2967   -0.2069
    2.5464    1.9279   -0.8529
   -1.1186    0.6294    0.2546
    2.2922   -0.3094    0.2188
   -0.6367   -2.7585   -0.2848
   -1.6126   -0.8417    0.0329
   -0.6367    2.8169    0.2814
    2.2922    0.9298   -0.5643
   -0.3145    2.7486    0.3432
   -0.6367   -2.2443   -0.6198
   -2.0126   -2.2443    0.3624
    1.5159    0.2967    0.0167
    3.0618   -1.2175    0.9291
   -0.6367   -1.2175   -0.8171
         0    0.9298    0.7698
    2.2922         0         0
    2.2922    1.9279   -0.6308
   -1.7247   -0.3094    0.0507
    0.8757    2.7486    0.2568
    1.9283   -2.7585    0.1283
   -1.1186    2.8169    0.1514
    1.2983    2.8169    0.0887
   -2.9031   -0.3094    0.2805
    0.3119    0.9298    0.7170
    1.2983    2.5090    0.1452
   -1.6126    1.7479   -0.0447
   -0.6367    0.6294    0.4678
         0   -1.7989   -0.9832
    3.0618   -1.7989    0.8964
   -0.3145   -2.1076   -0.7444
    1.5159   -1.7989   -0.0514
    2.2922   -1.7989    0.6708
    1.5159    1.1519    0.0486
    1.5159    0.9298    0.0448
   -1.1186   -0.5556   -0.2275
         0    1.5818    1.0462
    3.0618   -0.5556    0.5284
   -2.2586   -1.7989    0.6758
   -1.6126   -1.6039    0.0410
    0.8757    2.5090    0.4155
    2.5464    0.6294   -0.5141
   -0.6367   -1.7989   -0.7655
    1.5159    2.5090    0.0329
    2.5464    1.5818   -0.8002
    2.2922   -2.2443    0.5161
    2.5464   -2.1076    0.7373
    0.6334    1.9279    0.7285
   -2.2586   -2.2443    0.5293
    1.9283    1.5818   -0.3513
   -2.9031    1.9279   -0.8857
   -1.7247    1.1519   -0.1481
    2.6557   -0.3094    0.2632
   -0.9401    0.9298    0.5057
    0.3119   -1.2175   -0.8736
   -0.6367    1.9279    0.7939
   -2.7707    0.6294   -0.5525
    2.2922   -2.1076    0.5794
   -2.9031    0.6294   -0.6198
   -1.7247    2.5090   -0.0853
    3.0618    0.6294   -0.6012
   -2.9031   -1.2175    0.9290
   -2.9031    0.2967   -0.2720
   -1.6126   -2.7585    0.0172
   -0.9401   -0.8417   -0.4339
   -0.3145   -1.6039   -0.9791
    2.2922   -0.8417    0.5297
    2.5464   -3.0138    0.1099
    0.6334   -0.8417   -0.6151
    2.2922   -3.0138    0.0867
