      x1        x2         z
   -1.6126   -0.8417    0.0329
    2.6557   -1.7989    0.8323
   -1.1186   -1.2175   -0.4433
    0.3119   -3.0138   -0.1312
   -0.3145    0.2967    0.2710
   -2.0126    0.6294   -0.2671
   -0.3145   -0.8417   -0.7272
   -2.2586   -2.2443    0.5293
   -2.2586   -0.3094    0.2118
    3.0618   -3.0138    0.1238
   -1.6126   -2.7585    0.0172
    2.5464   -0.5556    0.4253
    0.3119    0.9298    0.7170
    2.5464   -2.7585    0.2812
    0.3119   -2.2443   -0.7328
   -0.3145    0.6294    0.5726
   -1.1186   -0.8417   -0.3365
   -0.3145    1.9279    0.8704
         0   -0.5556   -0.4864
    2.2922         0         0
   -1.6126    2.5090   -0.0245
   -0.9401    1.9279    0.5387
   -2.0126   -2.7585    0.1622
    0.6334    1.9279    0.7285
   -1.7247    0.6294   -0.0851
    1.9283   -2.2443    0.2950
    0.8757    2.5090    0.4155
   -0.3145    1.1519    0.7980
   -1.1186    0.2967    0.1269
   -2.9031    2.7486   -0.3884
   -2.2586    2.8169   -0.1937
    2.6557   -0.5556    0.4388
    3.0618   -2.7585    0.3728
    2.5464   -1.2175    0.7125
   -0.3145    1.5818    0.9819
    2.5464    1.9279   -0.8529
         0    0.9298    0.7698
         0   -1.7989   -0.9832
   -1.7247   -1.6039    0.1575
   -1.1186   -2.2443   -0.3440
   -2.2586   -1.6039    0.5878
   -2.7707    0.6294   -0.5525
   -2.7707    2.8169   -0.3076
   -1.6126   -1.7989    0.0414
   -0.3145    1.7479    0.8478
   -2.0126   -0.5556    0.2221
    2.2922    2.8169   -0.2011
   -0.9401    0.6294    0.3783
   -2.0126   -0.3094    0.1410
   -0.9401   -0.5556   -0.3176
   -1.7247   -2.2443    0.1297
   -1.1186   -3.0138   -0.0611
   -1.6126   -0.3094    0.0117
   -2.7707    1.7479   -0.9217
   -0.6367   -1.2175   -0.8171
   -1.7247   -2.1076    0.1247
    2.5464    2.7486   -0.3081
    0.3119   -2.7585   -0.3609
   -1.1186   -2.1076   -0.4051
   -2.0126    2.5090   -0.2638
   -1.7247   -1.2175    0.1340
    1.5159    1.5818    0.0542
   -2.0126   -1.2175    0.3942
    2.2922   -1.2175    0.5803
    0.8757   -2.7585   -0.2281
    0.3119   -0.5556   -0.5508
    1.9283   -1.2175    0.3115
    1.2983   -1.7989   -0.2439
    3.0618    2.7486   -0.4196
   -1.6126   -3.0138    0.0052
   -2.9031    1.9279   -0.8857
    0.3119   -1.7989   -1.0108
   -2.7707    2.5090   -0.5061
   -1.7247    1.7479   -0.1611
   -0.6367   -2.1076   -0.7390
    0.8757         0         0
   -0.3145   -1.7989   -0.9383
    2.2922    1.7479   -0.7038
   -1.6126   -1.6039    0.0410
         0   -1.2175   -1.0210
         0   -2.7585   -0.3891
   -1.6126         0         0
   -0.3145         0         0
    1.9283   -1.7989    0.3573
    0.8757   -1.7989   -0.6800
    3.0618    1.7479   -1.0522
    0.8757   -3.0138   -0.0739
   -0.6367         0         0
         0   -0.3094   -0.3268
   -2.0126    1.1519   -0.4219
   -2.0126   -2.2443    0.3624
   -2.0126   -3.0138    0.0502
   -2.2586   -2.1076    0.4956
    3.0618   -1.7989    0.8964
    3.0618    1.1519   -0.8343
    3.0618         0         0
   -1.1186         0         0
    2.2922   -2.1076    0.5794
   -2.7707   -2.2443    0.7856
   -0.9401    1.7479    0.6237
   -0.9401    0.9298    0.5057
   -0.3145    2.5090    0.5141
    1.9283    2.7486   -0.1207
    0.3119   -0.8417   -0.7180
    1.2983    1.1519    0.2347
    1.2983    1.9279    0.2277
   -0.9401   -2.2443   -0.4616
    2.5464    1.5818   -0.8002
    1.9283   -0.5556    0.1885
   -1.6126    2.8169   -0.0141
    1.5159   -0.8417   -0.0446
    2.2922   -0.5556    0.3682
   -1.1186    1.5818    0.4704
   -0.3145   -2.1076   -0.7444
    0.8757    0.2967    0.1838
    0.8757    1.5818    0.6752
    2.2922   -2.7585    0.2693
    2.6557    1.1519   -0.8428
    2.5464   -0.3094    0.2739
    1.5159    0.9298    0.0448
   -0.6367    1.9279    0.7939
   -2.7707   -2.1076    0.8631
    3.0618   -1.2175    0.9291
    2.2922   -0.3094    0.2188
         0   -2.2443   -0.8153
    2.6557    1.5818   -0.8491
    3.0618   -0.5556    0.5284
    3.0618    1.9279   -0.9823
    0.6334    2.7486    0.2925
    1.5159    2.8169    0.0172
    2.5464   -2.2443    0.6391
    1.5159   -2.2443   -0.0425
    0.6334    0.2967    0.2302
   -0.6367    0.6294    0.4678
    0.3119    2.7486    0.3621
   -1.1186   -2.7585   -0.1792
    1.5159   -3.0138   -0.0066
    2.6557    0.9298   -0.7097
   -2.7707    0.9298   -0.7213
   -0.3145   -2.2443   -0.6774
    2.6557    1.7479   -0.9063
    0.6334   -1.2175   -0.7580
   -0.9401    1.1519    0.5684
    3.0618   -1.6039    1.0085
    0.8757   -1.6039   -0.5869
   -2.2586    1.5818   -0.6646
    1.5159   -2.1076   -0.0481
    2.5464   -0.8417    0.5789
    0.3119    1.7479    0.8438
    0.6334    2.8169    0.2661
    1.9283   -0.3094    0.1090
    0.6334    0.9298    0.6737
    1.2983   -2.1076   -0.2203
