      x1        x2         z
   -2.4584   -2.5350    0.4427
    2.8433   -2.3063    0.7474
    1.5835    2.2574   -0.0096
    2.0622   -0.9405    0.3896
    2.4630    0.6573   -0.4745
   -1.5536         0         0
    2.4630    1.1991   -0.7154
    3.0094    1.8947   -0.8551
   -2.7931   -2.5350    0.5513
    2.4630   -1.3680    0.7439
   -1.1920   -1.2640   -0.3579
    1.6545    1.6415   -0.0756
   -0.6370   -2.7281   -0.3227
    1.2239   -2.6679   -0.1555
   -1.8210         0         0
   -1.1920   -1.3680   -0.3735
    0.5755    1.1991    0.7079
   -1.8210    2.7949   -0.0796
         0         0         0
   -2.4522   -0.9405    0.6438
    0.5755    2.2574    0.6483
   -2.4522    0.8913   -0.5752
    0.2858   -0.9405   -0.8094
   -1.5536    1.1991    0.0158
    2.0622   -0.2821    0.1278
   -1.1920    2.7949    0.1293
    1.2239   -2.3063   -0.2525
         0   -0.6306   -0.6373
   -2.7931    0.3058   -0.2724
    0.2858    1.8947    0.9052
   -0.6370    2.3015    0.6584
    0.8435   -1.9257   -0.6636
   -0.6370   -1.2640   -0.7419
         0   -0.9405   -0.7999
   -0.6370    0.6573    0.5265
    1.5835   -0.6306    0.0074
    0.5755   -2.3063   -0.6576
   -0.9285   -0.9405   -0.4391
   -1.5536    0.8913    0.0143
   -0.9285   -1.3680   -0.5573
    0.2858   -0.2821   -0.2675
   -1.5536    2.4471    0.0104
   -0.6370   -0.2821   -0.2276
   -0.9285    2.3015    0.4317
   -0.3214    0.6573    0.6150
   -2.7931   -0.2821    0.2553
   -1.5536   -1.2640   -0.0153
   -1.5536    0.3058    0.0054
    0.2858   -2.7281   -0.3746
   -0.3214   -2.6679   -0.4077
   -1.9920   -2.7281    0.1519
   -2.7931   -1.3680    0.8370
   -1.5536   -2.7281   -0.0063
   -0.3214   -2.3063   -0.6560
    2.4630    1.6415   -0.7309
    2.0622    2.2574   -0.3647
    2.0622    2.4471   -0.2943
   -2.4522    2.3015   -0.6165
         0    2.2574    0.7395
    1.2239         0         0
    0.8435    1.8947    0.6082
         0   -2.7281   -0.3969
   -0.3214   -2.5350   -0.5318
   -1.1920    2.3015    0.2557
   -1.8210   -1.3680    0.2434
   -0.3214    0.3058    0.3034
   -1.9920   -2.5350    0.2489
   -1.8210    2.3015   -0.1937
    0.8435    2.3015    0.5115
    2.0622   -1.3680    0.4460
   -1.5536   -2.5350   -0.0091
    0.2858   -0.6306   -0.5907
   -0.6370   -2.5350   -0.4506
    3.0094    2.4471   -0.5849
   -0.3214   -2.7281   -0.4190
   -2.4522   -1.2640    0.7632
         0    0.8913    0.8132
   -1.1920   -0.9405   -0.3026
   -2.7931    0.8913   -0.7722
   -2.7931   -1.2640    0.9619
    1.5835   -0.2821    0.0033
    1.6545   -2.7281    0.0369
    1.6545   -0.6306    0.0458
   -2.4584    1.6415   -0.7328
   -1.8210    0.6573   -0.1621
    2.8433    2.3015   -0.7221
   -0.9285    1.8947    0.5431
    1.2239    2.7949    0.1237
   -1.5536    2.7949    0.0058
    0.2858    2.2574    0.7152
    3.0094   -0.2821    0.2541
    2.8433   -1.3680    0.8442
         0    0.6573    0.6465
   -1.8210   -0.9405    0.1898
    3.0094   -1.9257    0.8987
    1.6545    1.1991   -0.0804
   -1.9920    0.3058   -0.1131
         0   -1.9257   -0.9093
         0    1.8947    0.8895
   -2.4584   -1.9257    0.6774
   -1.1920   -2.7281   -0.1578
   -2.7931    2.4471   -0.5671
   -2.4522   -0.2821    0.2120
   -1.8210    0.3058   -0.0706
   -0.9285    1.6415    0.6271
   -1.1920   -0.2821   -0.0957
   -2.4584    2.4471   -0.4713
    1.6545   -0.9405    0.0695
   -1.9920    0.8913   -0.3458
    1.6545    0.3058   -0.0239
         0    2.4471    0.6283
   -0.3214    1.8947    0.8608
    1.5835   -0.9405    0.0110
    3.0094   -0.6306    0.6275
    0.8435   -2.3063   -0.4933
    2.4630   -1.2640    0.6774
   -0.6370   -0.6306   -0.4925
    2.0622   -1.9257    0.4473
   -1.9920    1.6415   -0.3700
   -0.6370   -0.9405   -0.6812
   -1.9920   -1.9257    0.4145
    3.0094    2.3015   -0.7006
   -0.3214   -1.3680   -0.9096
   -0.9285   -0.2821   -0.1582
    1.6545    2.7949   -0.0268
   -1.9920   -1.3680    0.4068
   -0.9285   -2.5350   -0.3493
   -2.4522   -2.7281    0.2996
    2.8433   -2.6679    0.4474
    1.5835   -1.9257    0.0120
    1.2239    2.4471    0.2203
    2.4630   -2.5350    0.4642
    2.8433   -1.9257    0.8556
         0   -0.2821   -0.2871
   -2.7931   -2.7281    0.3943
   -1.1920    1.1991    0.3640
    0.8435   -2.6679   -0.3280
    2.4630    0.8913   -0.5883
    0.2858   -2.6679   -0.4083
    1.2239   -0.2821   -0.0880
    2.8433    2.7949   -0.3210
   -2.7931    2.3015   -0.7378
    0.2858         0         0
    2.8433   -1.2640    0.8690
    0.2858    2.4471    0.6018
    1.2239    1.1991    0.3245
   -0.3214   -0.9405   -0.8322
    0.2858    0.6573    0.5624
    1.5835   -2.6679    0.0058
    0.5755   -2.5350   -0.4879
    0.2858   -1.9257   -0.8600
    3.0094   -0.9405    0.8557
    3.0094   -1.2640    1.0209
   -0.3214    2.7949    0.3211
    0.8435   -2.5350   -0.3914
   -2.4584    0.3058   -0.2189
   -0.6370    1.6415    0.8669
   -0.9285    2.4471    0.3501
    3.0094   -2.7281    0.3624
    2.8433   -0.9405    0.7774
    2.8433   -0.6306    0.5326
   -2.4584   -1.2640    0.7850
   -2.4522    0.3058   -0.2482
    1.5835   -1.2640    0.0122
    0.2858   -1.3680   -0.8791
         0   -2.3063   -0.7068
    2.8433    1.1991   -0.9504
   -0.6370    1.8947    0.7903
    1.5835    1.8947   -0.0125
    1.5835    2.4471   -0.0084
    3.0094    0.3058   -0.2928
   -2.4522    2.7949   -0.2737
   -1.8210   -1.2640    0.2389
    1.2239    0.6573    0.2075
    0.2858   -2.5350   -0.4925
   -0.6370    2.2574    0.6217
    1.5835    2.7949   -0.0043
   -1.8210    1.1991   -0.2483
    2.4630   -0.9405    0.6896
   -2.7931   -1.9257    0.9086
    1.2239   -2.7281   -0.1338
    2.4630    2.3015   -0.6328
    1.5835   -1.3680    0.0135
    2.0622    2.3015   -0.3480
    0.2858    2.7949    0.3506
   -0.6370   -1.3680   -0.8087
   -1.9920   -1.2640    0.3548
   -2.4584   -0.9405    0.6778
   -1.1920         0         0
   -2.7931    0.6573   -0.6200
    1.2239    1.6415    0.3363
    2.0622         0         0
   -0.3214   -0.6306   -0.5541
   -0.6370    1.1991    0.7735
   -2.7931         0         0
    1.6545   -2.6679    0.0350
    0.5755    1.6415    0.8146
   -2.7931   -2.3063    0.6744
   -0.6370   -1.9257   -0.7784
   -1.1920   -2.3063   -0.2917
   -2.4584    0.8913   -0.5791
   -2.4522   -2.6679    0.3252
    1.5835    1.1991   -0.0112
   -0.3214   -0.2821   -0.2655
    1.2239    0.3058    0.0955
    2.0622    0.3058   -0.1541
   -2.4522    0.6573   -0.4479
    3.0094         0         0
   -0.3214    2.4471    0.5916
    2.0622   -0.6306    0.2553
   -0.9285    0.8913    0.4977
         0    2.3015    0.7487
   -2.4584    1.8947   -0.7337
   -1.9920    1.1991   -0.3631
    3.0094   -2.6679    0.4962
   -2.4522   -0.6306    0.4559
    1.6545    1.8947   -0.0746
   -0.3214    2.2574    0.7289
   -0.9285    0.6573    0.3886
   -1.9920    2.4471   -0.2530
    2.8433   -0.2821    0.2880
   -1.8210    0.8913   -0.1778
    1.5835    0.6573   -0.0077
   -1.8210   -2.5350    0.1376
   -1.8210    2.2574   -0.1825
   -2.4584   -0.6306    0.4263
    0.2858    0.8913    0.7736
    2.0622    0.6573   -0.2745
   -1.1920    0.8913    0.2722
    1.5835   -2.3063    0.0101
    1.6545   -2.3063    0.0644
   -1.9920    1.8947   -0.3850
    1.5835   -2.7281    0.0053
    0.8435         0         0
         0   -2.5350   -0.5291
   -1.5536   -0.2821   -0.0050
   -2.4522    1.6415   -0.7892
    0.2858    2.3015    0.6990
