      x1        x2         z
   -1.9779   -1.7224   -0.0020
    0.1847   -0.9741   -0.6024
   -0.2181   -1.8438   -0.0656
    0.3601    1.6392    0.1254
   -1.3083   -1.8438   -0.0124
   -1.8104    1.8708    0.0021
    2.0686   -0.6599   -0.0117
         0   -0.3736   -0.6400
   -0.6424   -1.1045   -0.3751
   -0.8780    1.2921    0.1597
    0.3601    1.8708    0.0512
    1.9040    1.8708    0.0014
    0.3601    0.9375    0.6120
   -1.9779   -1.8806   -0.0012
   -0.6424    0.9375    0.4151
   -0.3847   -0.8664   -0.6282
    1.9040   -1.8438   -0.0018
    0.5764    0.7523    0.5044
   -0.6424   -0.9741   -0.3826
   -1.5350    1.8570    0.0057
   -1.6783   -1.8438   -0.0039
    0.3601    0.5707    0.7407
    0.7791   -0.9741   -0.3315
   -1.8104   -0.3736   -0.0256
   -0.8780    0.3930    0.2948
    2.0686    0.7523    0.0099
    1.5431   -1.2601   -0.0392
   -1.6783    0.2042    0.0230
   -1.6783         0         0
    0.5764    1.6392    0.1001
   -1.3083   -0.3736   -0.1118
    1.2509         0         0
   -0.9943    0.3930    0.2347
   -1.9779   -0.8664   -0.0151
   -1.9779   -0.1869   -0.0068
    0.1847    1.6392    0.1369
    0.3601   -0.3736   -0.5407
   -0.3847   -1.2601   -0.3544
    1.9040    0.9375    0.0186
         0    0.3930    0.6831
   -0.8780    1.8570    0.0265
    1.5431    1.6392    0.0128
    1.2509   -1.8438   -0.0148
   -0.6424    0.2042    0.2754
   -1.3083    1.6392    0.0256
    0.9241    1.6392    0.0599
   -1.9779    1.2921    0.0068
    0.9241    0.5707    0.3611
   -0.2181    1.8570    0.0638
    0.9241    1.8570    0.0263
    2.0686   -1.7224   -0.0015
         0   -0.8664   -0.7078
    0.9241    1.2921    0.1653
    0.5764   -0.9741   -0.4823
    0.7791    0.5707    0.3881
    2.0686    0.3930    0.0086
   -0.2181   -1.7224   -0.1050
   -0.3847   -0.9741   -0.5862
   -0.8780    0.2042    0.1761
    2.0686   -1.8806   -0.0008
    1.5281    0.2042    0.0372
    0.7791    0.3930    0.3308
   -0.2181    0.5707    0.7792
   -1.5350    0.7523    0.0779
   -0.6424    1.4368    0.1527
   -0.8780   -1.2601   -0.1628
   -0.2181    0.3930    0.6046
    0.9241   -1.8806   -0.0238
   -1.6783   -1.1045   -0.0295
    0.1847    1.4368    0.2645
   -1.9779   -0.3736   -0.0138
    1.2509    1.8708    0.0114
   -1.8104    0.9375    0.0245
   -0.8780   -1.8806   -0.0280
   -0.9943   -1.7224   -0.0411
   -1.3083   -0.1869   -0.0614
   -1.9779    1.8570    0.0013
   -0.3847    0.2042    0.3192
   -1.5350    1.4368    0.0243
   -1.8104   -0.8664   -0.0276
   -1.5350   -1.8806   -0.0051
    0.9241   -0.1869   -0.1527
    1.5431    0.7523    0.0707
   -1.3083   -1.2601   -0.0752
    0.1847   -1.7224   -0.0898
    1.9040    1.8570    0.0017
   -1.5350    0.9375    0.0661
    0.7791    1.4368    0.1490
   -1.8104   -0.1869   -0.0123
    2.0686   -1.2601   -0.0053
    1.9040   -1.2601   -0.0103
    0.3601    1.4368    0.2412
   -1.3083   -1.7224   -0.0183
    1.5431   -1.7224   -0.0088
    1.5431   -0.1869   -0.0311
    0.9241         0         0
    0.7791    0.9375    0.3691
    0.1847   -0.3736   -0.6628
    0.5764    0.9375    0.4515
    0.3601    0.7523    0.7186
    0.5764   -1.1045   -0.3725
   -1.3083   -0.6599   -0.1567
    1.2509   -0.3736   -0.1273
    0.1847   -1.2601   -0.3754
    0.1847   -0.8664   -0.7215
    1.5281   -0.1869   -0.0328
         0    0.5707    0.8170
    1.5281    1.6392    0.0123
    1.5281         0         0
   -1.3083    0.5707    0.1494
   -0.3847   -0.3736   -0.5322
   -0.2181    0.2042    0.3933
    1.2509    0.3930    0.1346
    0.5764    1.4368    0.1624
    0.5764    0.5707    0.5381
    1.5281   -1.8438   -0.0057
    1.9040    0.7523    0.0219
   -0.3847   -0.6599   -0.6800
         0   -1.1045   -0.5479
   -1.3083    1.8708    0.0103
    2.0686    0.5707    0.0100
    1.9040   -1.8806   -0.0015
   -0.9943   -0.3736   -0.2134
   -1.3083   -0.8664   -0.1359
    0.9241   -1.1045   -0.2301
    1.2509    1.8570    0.0115
    0.9241    0.3930    0.2578
    1.2509   -0.6599   -0.1697
    1.2509   -1.7224   -0.0230
    1.2509   -1.8806   -0.0123
   -1.8104   -1.1045   -0.0214
   -1.6783    0.3930    0.0416
    0.3601    1.2921    0.3132
   -1.9779         0         0
   -1.3083   -1.8806   -0.0103
   -0.6424   -0.3736   -0.4108
         0    1.2921    0.3615
    1.5281    1.2921    0.0350
    0.5764    1.2921    0.2373
    0.7791   -1.8806   -0.0289
   -0.8780   -0.1869   -0.1693
    0.5764   -0.1869   -0.2692
         0    1.8570    0.0564
    2.0686    0.9375    0.0086
   -1.5350   -0.1869   -0.0369
    0.9241   -1.8438   -0.0296
    2.0686         0         0
    2.0686    1.6392    0.0018
         0   -0.9741   -0.6332
    1.2509   -0.9741   -0.1402
   -0.3847         0         0
   -0.3847   -1.1045   -0.4256
   -0.3847    0.9375    0.5424
    2.0686   -0.8664   -0.0098
   -0.6424    0.5707    0.5452
   -0.9943   -1.1045   -0.2132
   -0.3847   -1.8806   -0.0520
    0.5764   -0.6599   -0.5629
    0.3601   -0.9741   -0.5684
    0.9241   -0.6599   -0.3522
    0.5764   -1.7224   -0.0764
   -1.3083    0.9375    0.1182
    0.5764   -1.2601   -0.2688
   -0.3847    0.5707    0.6944
    0.7791    0.7523    0.4133
   -0.3847    1.2921    0.2876
    2.0686    1.8708    0.0007
   -1.6783    0.7523    0.0510
    1.5281    1.8708    0.0060
   -1.8104   -0.9741   -0.0230
    0.1847   -1.8806   -0.0569
         0   -1.8806   -0.0565
    1.5431    0.3930    0.0597
    1.2509    1.4368    0.0538
    0.1847    0.9375    0.6395
   -0.2181   -0.8664   -0.7091
    1.2509   -0.1869   -0.0753
    0.7791    1.6392    0.0789
   -1.5350   -1.8438   -0.0062
   -1.6783    0.9375    0.0377
    1.2509   -1.2601   -0.0844
    0.1847    0.3930    0.5761
    0.3601   -0.1869   -0.2988
    0.9241    0.9375    0.2740
    1.5281    0.9375    0.0704
    2.0686    1.8570    0.0009
    1.5281   -0.8664   -0.0632
   -1.6783   -0.8664   -0.0418
   -0.2181   -0.9741   -0.6186
   -1.8104         0         0
    1.5431   -0.6599   -0.0681
    0.7791    1.8708    0.0308
   -0.6424    1.8708    0.0382
   -0.8780   -1.1045   -0.2239
   -1.8104    1.8570    0.0021
    1.5281    0.3930    0.0594
    1.2509    1.6392    0.0292
   -0.6424         0         0
   -0.6424   -1.8806   -0.0398
    0.7791   -0.3736   -0.3723
   -0.9943    0.2042    0.1510
    1.9040         0         0
   -1.3083    1.2921    0.0674
   -1.6783   -1.2601   -0.0215
   -1.6783   -0.6599   -0.0465
    0.9241   -0.9741   -0.2554
   -1.9779   -0.9741   -0.0141
    1.9040    0.3930    0.0176
    0.7791   -1.2601   -0.1991
    1.5431   -0.9741   -0.0586
   -1.6783    0.5707    0.0494
   -1.9779    0.7523    0.0150
   -0.6424   -1.7224   -0.0731
   -0.2181    1.8708    0.0571
    0.7791    1.8570    0.0311
   -1.5350    1.8708    0.0055
   -0.2181    0.9375    0.5765
   -1.9779    0.2042    0.0076
   -1.8104    1.6392    0.0048
    2.0686    1.2921    0.0053
   -1.8104    0.5707    0.0311
    0.1847    0.2042    0.3389
   -1.8104   -1.2601   -0.0151
   -0.3847   -1.7224   -0.0818
    1.2509   -1.1045   -0.1060
    1.9040   -1.7224   -0.0026
    0.5764    1.8570    0.0464
   -0.3847   -1.8438   -0.0542
   -0.8780    0.7523    0.3308
    1.5281    1.8570    0.0056
   -1.5350    1.6392    0.0121
   -0.2181   -0.1869   -0.3276
    0.1847    1.2921    0.3381
         0    0.2042    0.4059
   -0.3847    0.7523    0.6700
   -0.8780   -0.6599   -0.3598
    0.5764   -1.8438   -0.0435
    0.1847   -0.1869   -0.3782
    1.5281   -0.3736   -0.0669
    0.7791   -0.1869   -0.2149
    1.5431    1.8570    0.0055
   -0.9943    0.7523    0.3065
   -0.9943   -0.9741   -0.2348
   -1.5350   -0.9741   -0.0605
    0.1847    1.8570    0.0641
   -1.9779   -1.2601   -0.0072
    0.1847   -0.6599   -0.8213
   -1.5350    0.3930    0.0596
    0.1847    0.7523    0.7416
    1.5281    1.4368    0.0258
    1.2509   -0.8664   -0.1437
    1.5431   -1.1045   -0.0476
    1.5431   -1.8806   -0.0056
   -0.6424   -0.6599   -0.5648
   -0.9943         0         0
   -0.8780    1.6392    0.0683
   -1.9779   -0.6599   -0.0173
    0.7791    1.2921    0.2140
   -1.5350         0         0
    1.5431    0.9375    0.0557
   -0.2181         0         0
   -1.3083    0.7523    0.1419
    0.9241    0.2042    0.1770
   -0.6424   -0.8664   -0.4974
    1.5281   -1.8806   -0.0050
   -1.9779    0.9375    0.0133
    0.3601   -0.8664   -0.6266
   -0.2181    1.6392    0.1369
    1.2509    0.5707    0.1521
    0.3601         0         0
    2.0686    0.2042    0.0058
         0    1.4368    0.2436
    1.5431   -1.8438   -0.0059
   -0.8780    0.5707    0.3425
         0   -0.6599   -0.7378
   -0.6424    1.8570    0.0388
    0.9241    0.7523    0.3428
    1.5431   -0.3736   -0.0624
    0.7791   -0.8664   -0.4263
   -0.2181   -1.2601   -0.3384
    1.5281   -1.2601   -0.0349
   -1.3083    0.2042    0.0635
    2.0686   -0.1869   -0.0053
    0.7791   -1.1045   -0.2921
   -0.3847    1.6392    0.1140
   -0.8780         0         0
   -0.9943   -0.1869   -0.1241
    1.2509    0.9375    0.1290
   -1.5350   -1.2601   -0.0376
    0.7791         0         0
    1.5281   -1.1045   -0.0467
    1.5431    1.8708    0.0054
   -1.6783    1.4368    0.0158
   -1.5350    0.5707    0.0672
   -1.6783    1.2921    0.0209
   -0.3847    1.4368    0.2338
         0    1.6392    0.1484
    2.0686   -0.3736   -0.0089
    0.1847    1.8708    0.0561
    0.9241   -0.8664   -0.3325
   -1.6783   -1.8806   -0.0032
    1.9040   -0.3736   -0.0178
   -1.9779   -1.1045   -0.0106
    0.3601    0.2042    0.3168
   -1.3083   -1.1045   -0.0949
   -1.6783   -0.1869   -0.0222
    1.5281   -0.6599   -0.0805
   -0.3847    1.8708    0.0454
    0.3601    0.3930    0.5855
   -1.5350   -1.1045   -0.0502
   -0.9943   -0.8664   -0.2570
    1.5431   -0.8664   -0.0646
    1.5281    0.5707    0.0709
   -0.8780    0.9375    0.2857
    1.5431    0.5707    0.0726
   -0.2181    0.7523    0.7500
    0.5764   -1.8806   -0.0378
    1.9040    0.2042    0.0103
   -0.8780   -0.3736   -0.2973
   -0.3847    0.3930    0.6194
   -1.8104   -1.8806   -0.0022
   -1.8104   -0.6599   -0.0298
    0.3601   -0.6599   -0.7456
    1.5431         0         0
   -1.3083   -0.9741   -0.1104
   -0.8780   -0.9741   -0.2974
    1.2509    0.2042    0.0854
