      x1        x2         z
   -1.5209    1.3639   -1.9434
    1.9256   -1.2848    1.6866
   -0.8614   -2.1487   -3.3636
   -2.6090   -0.9637   -0.4419
   -2.6090    2.0340   -1.9454
    0.2919    1.3639    0.5443
   -1.2405   -0.6056   -0.3496
   -1.5209    2.1697   -4.4750
    1.9326    0.9247    0.8227
   -0.2832   -1.7491   -0.8126
    2.5560    0.9247    0.4959
    3.0164   -0.3083    0.0115
    2.5560   -2.3049    2.8433
    1.9256    3.0298    8.1400
   -0.2832   -0.9637   -0.2781
   -0.8614    0.9247   -0.6339
    0.2919   -1.7491    0.9042
   -2.8625   -1.2848   -0.4712
   -1.9530    2.7781   -7.6258
    2.5560   -2.7618    4.5983
   -0.2832   -0.6056   -0.1030
    2.5853   -2.3049    2.5744
   -2.5647   -0.3083   -0.0504
   -1.9530   -0.3083   -0.0936
   -1.5209   -2.6738   -6.5898
         0    2.0340         0
   -0.8614   -2.3049   -3.9710
   -1.7004   -0.6056   -0.3548
    0.2919    1.1955    0.4333
   -2.5647   -1.7491   -1.6596
    0.2919    0.5414    0.0821
    0.5988   -0.6056    0.2001
    1.6335    2.0340    4.0249
         0    2.1697         0
    3.0164    1.3639    0.2466
    2.5560   -2.6738    3.6103
    2.5853   -1.2848    0.8129
    1.6335    3.0298    9.0815
    3.0164   -0.6056    0.0476
    0.2919   -2.6738    1.9454
   -1.9530    1.3639   -1.6889
    0.2919   -1.5334    0.6164
    0.8891   -0.3083    0.0740
   -1.2405   -0.9637   -0.8758
    0.8891    1.1955    1.0336
    1.6335   -1.7491    3.0809
   -1.5209    2.7781   -7.8269
    1.9326    2.1697    4.3509
   -1.2405   -2.1487   -4.2936
    2.5560    1.3639    0.9900
   -2.6090    0.5414   -0.1579
    0.8891   -0.6056    0.2827
   -1.9530   -0.6056   -0.3614
   -2.5647   -2.3049   -2.6408
   -0.2832   -2.3049   -1.4846
    0.5988    1.1955    0.7430
   -1.5209   -0.6056   -0.3430
   -2.5647   -2.1487   -2.4755
    1.6335    1.3639    1.6819
   -0.8614   -0.9637   -0.7626
    1.6335   -1.2848    1.5216
    2.5853   -0.9637    0.4608
    0.5988    2.0340    2.4710
    0.8891    1.3639    1.3701
   -1.2405   -2.3049   -5.5077
   -1.7004    2.7781   -8.3558
    3.0164    1.8182    0.3840
   -0.8614   -0.3083   -0.0775
    1.9256   -0.3083    0.0855
   -2.6090         0         0
   -2.5647    1.8182   -1.8070
   -0.2832    2.7781   -2.0553
    1.3042    0.9247    0.8227
   -2.8625   -2.3049   -1.3635
   -0.2832    1.3639   -0.4781
   -0.8614         0         0
   -2.5647    2.7781   -4.5331
    1.9326   -2.6738    6.2155
    2.5853   -2.1487    2.3662
   -1.2405   -2.7618   -7.5487
    2.5853    1.1955    0.6896
   -2.5647    1.3639   -0.9986
         0   -2.7618         0
   -1.9530   -1.2848   -1.4783
   -2.8625    1.1955   -0.4072
   -0.2832   -2.7618   -1.9328
   -0.2832         0         0
   -2.6090   -2.1487   -2.3934
   -0.6029   -1.5334   -1.2407
         0   -0.6056         0
   -1.2405    1.1955   -1.2698
   -0.8614   -2.7618   -5.3367
    2.5853    2.1697    2.3628
    3.0164    0.2747    0.0090
    2.5560    1.1955    0.7474
    3.0164         0         0
         0    2.7781         0
    0.5988   -1.5334    1.1943
    0.8891   -1.5334    1.8243
   -2.8625    3.0298   -2.6060
    1.6335    0.2747    0.0794
   -0.8614   -0.6056   -0.2771
    1.6335    2.1697    4.6175
    1.3042    2.1697    4.8809
    2.5560   -0.3083    0.0538
   -0.6029   -2.7618   -4.0460
    1.9256   -0.9637    0.8779
   -2.6090   -2.3049   -2.7674
   -0.6029    1.1955   -0.7564
    3.0164    0.9247    0.1123
    1.3042    1.3639    1.6675
    2.5853    2.7781    4.4376
   -2.8625    2.1697   -1.3286
    0.5988   -2.6738    4.3024
    3.0164   -1.7491    0.3923
   -1.9530    1.8182   -3.3085
    1.3042   -2.7618    7.9229
    1.9326   -1.7491    2.6341
   -0.6029    2.7781   -4.0098
    1.9326    0.2747    0.0763
   -1.7004    3.0298   -9.3885
   -2.8625    2.0340   -1.1256
    0.2919    2.7781    2.1919
   -0.8614   -1.2848   -1.3191
   -1.7004    0.5414   -0.2721
   -1.2405    0.2747   -0.0675
    2.5853    1.3639    1.0670
   -0.6029   -0.6056   -0.1982
    3.0164   -2.7618    1.0357
    3.0164    2.1697    0.6190
   -2.6090    0.2747   -0.0412
    2.5560    0.2747    0.0382
    2.5853   -2.7618    4.3488
    0.8891    0.5414    0.2237
   -0.2832   -1.2848   -0.4647
   -0.8614   -1.5334   -1.8397
   -1.7004   -2.3049   -5.3979
    0.5988    0.2747    0.0421
   -1.9530   -0.9637   -0.8027
   -0.6029         0         0
   -0.8614    1.8182   -2.5577
    1.9326   -2.1487    4.2601
    1.3042    3.0298    8.6426
   -0.2832    1.8182   -0.8843
   -1.7004   -2.7618   -8.1798
    1.6335    1.8182    3.5696
   -1.9530    0.2747   -0.0661
         0   -0.3083         0
   -1.5209    1.1955   -1.3762
    2.5853    0.2747    0.0410
         0   -2.6738         0
   -1.7004    0.2747   -0.0747
   -1.5209   -2.7618   -8.0283
   -1.7004    2.1697   -4.5790
   -2.5647   -0.6056   -0.2014
    0.8891    1.8182    2.4107
    0.5988    2.7781    4.0627
   -1.2405         0         0
   -2.5647    3.0298   -4.8610
    1.9326   -2.3049    5.0494
    2.5560   -0.9637    0.5037
   -0.8614    1.1955   -1.1189
    0.2919    2.0340    1.2868
   -2.5647    2.0340   -2.2094
    1.3042    1.8182    3.4796
   -1.5209   -1.5334   -2.3122
    0.2919   -2.1487    1.4416
    0.5988   -0.9637    0.5267
    2.5853   -1.5334    1.2920
   -1.9530   -2.1487   -4.5983
    1.3042    2.0340    4.3585
   -1.9530    0.5414   -0.2629
   -1.2405   -0.3083   -0.0811
   -2.5647         0         0
   -2.8625   -1.5334   -0.6374
   -1.9530    2.1697   -4.2187
   -0.6029    0.5414   -0.1630
   -0.6029    1.8182   -1.9318
    0.5988   -2.3049    3.2363
    2.5853    2.0340    2.2600
   -1.5209   -0.9637   -0.9624
   -0.2832    2.1697   -1.3192
    1.9326   -0.6056    0.3288
    2.5853   -0.6056    0.2106
   -1.7004   -1.5334   -2.5084
    2.5853         0         0
   -0.2832   -0.3083   -0.0284
    0.8891    0.2747    0.0582
    1.9326    1.3639    1.8205
   -2.5647    1.1955   -0.7888
    1.3042   -2.1487    4.6456
   -1.5209   -1.2848   -1.7111
    0.2919   -1.2848    0.5217
    3.0164   -2.6738    0.8502
   -2.8625    2.7781   -2.1954
    0.8891    0.9247    0.6657
    0.5988    0.5414    0.1716
   -1.2405   -1.7491   -3.0646
   -2.6090   -2.6738   -3.6941
   -2.8625    0.5414   -0.0858
   -2.5647    0.9247   -0.4656
    0.2919    0.9247    0.2300
    3.0164    1.1955    0.1799
    0.8891    2.0340    3.3409
   -2.8625    0.2747   -0.0215
    2.5853   -1.7491    1.7288
   -2.8625   -0.9637   -0.2811
    1.9256    0.9247    0.8806
   -1.7004    0.9247   -0.8434
   -2.8625   -2.1487   -1.3360
    1.3042         0         0
    2.5560    3.0298    5.5680
   -1.2405   -2.6738   -6.2284
   -0.6029    2.1697   -2.7874
   -0.2832    3.0298   -2.4844
   -1.2405    2.0340   -3.7342
    0.8891   -2.7618    5.3645
   -0.8614   -1.7491   -2.2155
    3.0164    3.0298    1.1457
    2.5560    2.7781    4.4118
   -1.5209    0.5414   -0.3128
    2.5560   -1.7491    1.6557
    1.9326    3.0298    9.3249
   -1.7004    2.0340   -3.9010
   -2.5647   -0.9637   -0.5150
    0.5988         0         0
         0    1.1955         0
    1.9326   -0.9637    0.9348
   -2.6090    3.0298   -4.5224
   -0.8614    1.3639   -1.2759
    1.6335   -2.1487    4.6680
   -2.6090    2.7781   -4.0767
   -2.8625    0.9247   -0.2227
   -0.6029   -2.3049   -3.0078
   -0.8614    2.0340   -3.0352
    0.5988    1.3639    0.9906
    1.6335    2.7781    8.3566
    3.0164   -1.5334    0.2818
   -0.6029   -2.6738   -3.9695
    3.0164    2.7781    0.9247
   -0.8614   -2.6738   -4.8995
    1.3042   -2.6738    6.3665
    3.0164   -2.1487    0.5940
   -2.5647    0.5414   -0.1531
   -2.6090    2.1697   -2.2324
    1.9256    1.3639    1.8345
   -1.5209    1.8182   -3.2131
   -2.5647   -2.7618   -4.5093
    1.9256   -2.1487    4.6224
    1.9326    0.5414    0.2862
    3.0164   -1.2848    0.2124
   -1.9530   -2.3049   -4.6905
    0.8891   -1.2848    1.1788
         0    1.3639         0
    2.5853    0.9247    0.4700
   -2.5647   -1.2848   -0.8591
    1.3042    2.7781    7.8175
   -1.7004   -1.7491   -2.7497
    3.0164    0.5414    0.0364
   -2.6090    1.3639   -0.9784
    0.2919    0.2747    0.0205
    1.3042   -1.2848    1.4577
    1.3042    0.2747    0.0664
    1.3042   -0.6056    0.3658
    1.3042    1.1955    1.3248
   -1.5209   -1.7491   -3.2136
   -0.6029    3.0298   -5.6504
    3.0164    2.0340    0.4857
         0   -1.5334         0
